temperature_2m,relativehumidity_2m,cloudcover,windspeed_10m,shortwave_radiation,ts
16.5,95,94,10.8,0.0,2023-06-04 02:00:00
16.3,96,99,6.2,0.0,2023-06-04 03:00:00
15.7,98,100,4.5,0.0,2023-06-04 04:00:00
16.8,95,100,5.2,0.0,2023-06-04 05:00:00
16.5,96,95,6.8,0.0,2023-06-04 06:00:00
15.6,97,100,8.9,0.0,2023-06-04 07:00:00
15.5,97,80,6.5,0.0,2023-06-04 08:00:00
14.9,97,100,12.3,0.0,2023-06-04 09:00:00
14.7,95,92,13.9,0.0,2023-06-04 10:00:00
14.7,93,55,18.6,0.0,2023-06-04 11:00:00
14.5,94,100,19.1,55.0,2023-06-04 12:00:00
15.2,89,67,22.7,204.0,2023-06-04 13:00:00
16.2,79,100,24.0,348.0,2023-06-04 14:00:00
16.9,69,100,20.9,436.0,2023-06-04 15:00:00
17.5,61,100,19.2,483.0,2023-06-04 16:00:00
17.6,57,100,18.7,464.0,2023-06-04 17:00:00
16.8,54,100,19.1,277.0,2023-06-04 18:00:00
16.1,57,96,19.4,192.0,2023-06-04 19:00:00
15.2,59,99,18.7,156.0,2023-06-04 20:00:00
13.4,62,61,15.5,30.0,2023-06-04 21:00:00
12.1,65,0,15.3,0.0,2023-06-04 22:00:00
11.1,69,0,14.6,0.0,2023-06-04 23:00:00
10.6,72,0,12.4,0.0,2023-06-05 00:00:00
10.0,74,0,12.9,0.0,2023-06-05 01:00:00
9.5,75,0,12.6,0.0,2023-06-05 02:00:00
9.0,77,0,9.0,0.0,2023-06-05 03:00:00
8.5,78,0,11.5,0.0,2023-06-05 04:00:00
8.0,79,0,9.5,0.0,2023-06-05 05:00:00
7.9,79,63,10.7,0.0,2023-06-05 06:00:00
7.4,78,100,11.3,0.0,2023-06-05 07:00:00
7.1,78,100,9.8,0.0,2023-06-05 08:00:00
6.7,78,100,10.2,0.0,2023-06-05 09:00:00
6.6,77,100,12.1,0.0,2023-06-05 10:00:00
6.7,75,100,11.8,0.0,2023-06-05 11:00:00
8.2,74,100,12.1,42.0,2023-06-05 12:00:00
9.4,73,100,9.0,170.0,2023-06-05 13:00:00
11.1,69,17,9.2,297.0,2023-06-05 14:00:00
12.8,62,7,12.2,454.0,2023-06-05 15:00:00
13.5,62,0,14.1,505.0,2023-06-05 16:00:00
14.0,66,53,13.7,504.0,2023-06-05 17:00:00
14.3,67,35,12.2,437.0,2023-06-05 18:00:00
14.5,66,82,9.2,322.0,2023-06-05 19:00:00
14.2,69,73,5.5,171.0,2023-06-05 20:00:00
11.9,81,99,7.9,31.0,2023-06-05 21:00:00
13.0,75,100,7.1,0.0,2023-06-05 22:00:00
13.1,75,89,7.8,0.0,2023-06-05 23:00:00
12.1,76,67,10.7,0.0,2023-06-06 00:00:00
14.2,68,93,10.5,0.0,2023-06-06 01:00:00
14.2,73,97,19.7,0.0,2023-06-06 02:00:00
13.7,78,90,18.6,0.0,2023-06-06 03:00:00
13.2,80,100,19.9,0.0,2023-06-06 04:00:00
12.9,80,48,20.5,0.0,2023-06-06 05:00:00
12.3,82,63,15.8,0.0,2023-06-06 06:00:00
11.7,84,46,13.3,0.0,2023-06-06 07:00:00
11.6,85,70,13.8,0.0,2023-06-06 08:00:00
12.7,87,25,16.2,0.0,2023-06-06 09:00:00
13.0,89,100,16.9,0.0,2023-06-06 10:00:00
13.6,89,97,19.0,0.0,2023-06-06 11:00:00
14.0,92,99,18.5,46.0,2023-06-06 12:00:00
15.2,89,100,18.2,150.0,2023-06-06 13:00:00
16.5,87,67,19.1,309.0,2023-06-06 14:00:00
17.3,86,98,17.2,299.0,2023-06-06 15:00:00
18.0,86,68,19.4,256.0,2023-06-06 16:00:00
19.9,82,100,18.3,470.0,2023-06-06 17:00:00
20.8,81,100,20.5,394.0,2023-06-06 18:00:00
20.9,83,100,17.4,131.0,2023-06-06 19:00:00
20.5,85,100,14.0,43.0,2023-06-06 20:00:00
20.0,87,100,14.4,14.0,2023-06-06 21:00:00
19.3,90,98,15.4,0.0,2023-06-06 22:00:00
18.8,91,100,11.0,0.0,2023-06-06 23:00:00
18.5,94,76,11.6,0.0,2023-06-07 00:00:00
18.0,94,100,10.2,0.0,2023-06-07 01:00:00
17.8,95,85,11.4,0.0,2023-06-07 02:00:00
17.3,96,99,11.5,0.0,2023-06-07 03:00:00
17.2,96,100,11.7,0.0,2023-06-07 04:00:00
17.1,96,100,9.2,0.0,2023-06-07 05:00:00
16.8,97,100,11.3,0.0,2023-06-07 06:00:00
16.8,98,100,8.6,0.0,2023-06-07 07:00:00
17.0,97,100,12.4,0.0,2023-06-07 08:00:00
16.9,97,100,12.3,0.0,2023-06-07 09:00:00
16.5,97,100,15.7,0.0,2023-06-07 10:00:00
15.8,96,100,17.9,0.0,2023-06-07 11:00:00
15.4,87,100,16.8,36.0,2023-06-07 12:00:00
15.5,83,100,14.9,66.0,2023-06-07 13:00:00
16.1,75,100,15.1,199.0,2023-06-07 14:00:00
16.8,72,100,14.2,383.0,2023-06-07 15:00:00
16.8,76,100,14.9,373.0,2023-06-07 16:00:00
16.9,82,100,16.7,374.0,2023-06-07 17:00:00
16.8,83,100,17.3,303.0,2023-06-07 18:00:00
16.6,82,50,14.7,231.0,2023-06-07 19:00:00
16.3,83,100,10.1,160.0,2023-06-07 20:00:00
15.8,87,100,13.8,16.0,2023-06-07 21:00:00
15.4,90,100,12.0,0.0,2023-06-07 22:00:00
15.5,90,100,14.0,0.0,2023-06-07 23:00:00
16.0,90,100,12.9,0.0,2023-06-08 00:00:00
16.1,91,95,14.4,0.0,2023-06-08 01:00:00
16.1,93,82,13.8,0.0,2023-06-08 02:00:00
16.2,94,95,13.0,0.0,2023-06-08 03:00:00
16.4,95,54,10.4,0.0,2023-06-08 04:00:00
16.3,95,19,7.3,0.0,2023-06-08 05:00:00
16.4,96,100,6.4,0.0,2023-06-08 06:00:00
17.2,97,100,9.4,0.0,2023-06-08 07:00:00
18.0,96,100,13.1,0.0,2023-06-08 08:00:00
17.9,97,100,18.2,0.0,2023-06-08 09:00:00
17.9,95,89,20.9,0.0,2023-06-08 10:00:00
18.1,96,100,22.2,0.0,2023-06-08 11:00:00
18.4,96,100,23.7,15.0,2023-06-08 12:00:00
19.9,94,100,19.1,162.0,2023-06-08 13:00:00
20.4,93,98,19.5,138.0,2023-06-08 14:00:00
19.9,95,93,22.0,150.0,2023-06-08 15:00:00
20.9,91,100,20.9,290.0,2023-06-08 16:00:00
21.6,88,98,19.9,352.0,2023-06-08 17:00:00
22.5,86,89,18.5,301.0,2023-06-08 18:00:00
23.0,84,78,20.6,251.0,2023-06-08 19:00:00
22.9,83,17,22.5,133.0,2023-06-08 20:00:00
22.2,85,61,20.9,26.0,2023-06-08 21:00:00
22.1,84,52,25.5,0.0,2023-06-08 22:00:00
22.0,82,6,26.8,0.0,2023-06-08 23:00:00
21.7,82,8,26.7,0.0,2023-06-09 00:00:00
20.9,82,0,26.3,0.0,2023-06-09 01:00:00
20.9,81,26,29.1,0.0,2023-06-09 02:00:00
20.8,79,0,32.7,0.0,2023-06-09 03:00:00
20.7,77,90,33.4,0.0,2023-06-09 04:00:00
20.7,75,46,32.6,0.0,2023-06-09 05:00:00
20.5,75,38,25.1,0.0,2023-06-09 06:00:00
20.5,75,74,25.7,0.0,2023-06-09 07:00:00
20.4,76,25,24.9,0.0,2023-06-09 08:00:00
20.1,78,29,21.5,0.0,2023-06-09 09:00:00
19.9,80,100,20.5,0.0,2023-06-09 10:00:00
20.0,80,100,21.5,0.0,2023-06-09 11:00:00
20.2,83,100,20.7,28.0,2023-06-09 12:00:00
19.2,86,100,27.5,49.0,2023-06-09 13:00:00
18.7,67,100,32.3,168.0,2023-06-09 14:00:00
18.4,54,100,24.5,215.0,2023-06-09 15:00:00
18.6,51,92,20.4,266.0,2023-06-09 16:00:00
18.9,48,81,19.5,414.0,2023-06-09 17:00:00
18.5,47,82,20.4,371.0,2023-06-09 18:00:00
17.8,52,29,19.4,290.0,2023-06-09 19:00:00
16.7,57,100,17.1,136.0,2023-06-09 20:00:00
14.9,50,100,19.7,13.0,2023-06-09 21:00:00
14.2,52,100,16.6,0.0,2023-06-09 22:00:00
13.8,55,100,12.6,0.0,2023-06-09 23:00:00
13.0,55,100,16.5,0.0,2023-06-10 00:00:00
12.0,56,100,17.3,0.0,2023-06-10 01:00:00
11.3,56,99,14.8,0.0,2023-06-10 02:00:00
10.9,57,99,12.2,0.0,2023-06-10 03:00:00
10.6,61,100,8.6,0.0,2023-06-10 04:00:00
10.2,64,99,9.5,0.0,2023-06-10 05:00:00
10.1,63,99,10.6,0.0,2023-06-10 06:00:00
9.9,63,97,9.4,0.0,2023-06-10 07:00:00
9.7,64,99,10.8,0.0,2023-06-10 08:00:00
9.6,63,100,10.8,0.0,2023-06-10 09:00:00
9.5,61,100,11.6,0.0,2023-06-10 10:00:00
9.5,60,100,12.5,0.0,2023-06-10 11:00:00
9.3,64,100,4.9,9.0,2023-06-10 12:00:00
9.8,59,100,3.9,99.0,2023-06-10 13:00:00
10.2,57,100,6.0,109.0,2023-06-10 14:00:00
10.5,56,100,11.6,106.0,2023-06-10 15:00:00
10.6,55,100,13.1,130.0,2023-06-10 16:00:00
10.7,56,100,13.5,102.0,2023-06-10 17:00:00
10.8,55,100,13.5,103.0,2023-06-10 18:00:00
10.9,56,100,14.8,93.0,2023-06-10 19:00:00
10.8,57,100,14.6,46.0,2023-06-10 20:00:00
10.6,56,100,15.8,10.0,2023-06-10 21:00:00
10.4,57,95,17.1,0.0,2023-06-10 22:00:00
10.1,57,98,20.4,0.0,2023-06-10 23:00:00
9.4,57,92,20.3,0.0,2023-06-11 00:00:00
8.3,60,0,17.4,0.0,2023-06-11 01:00:00
7.3,64,0,15.5,0.0,2023-06-11 02:00:00
6.7,66,2,15.3,0.0,2023-06-11 03:00:00
6.1,68,21,14.3,0.0,2023-06-11 04:00:00
5.7,69,55,14.7,0.0,2023-06-11 05:00:00
5.3,70,54,15.8,0.0,2023-06-11 06:00:00
4.9,71,10,17.1,0.0,2023-06-11 07:00:00
4.8,70,0,18.3,0.0,2023-06-11 08:00:00
4.7,68,0,17.8,0.0,2023-06-11 09:00:00
4.2,68,0,16.6,0.0,2023-06-11 10:00:00
3.9,67,0,17.8,0.0,2023-06-11 11:00:00
5.1,65,0,20.2,58.0,2023-06-11 12:00:00
6.0,62,0,21.6,212.0,2023-06-11 13:00:00
7.1,59,0,22.9,359.0,2023-06-11 14:00:00
8.1,57,0,21.8,465.0,2023-06-11 15:00:00
8.9,55,0,22.7,519.0,2023-06-11 16:00:00
9.3,52,0,22.4,513.0,2023-06-11 17:00:00
9.6,50,0,20.9,449.0,2023-06-11 18:00:00
9.4,50,0,19.5,333.0,2023-06-11 19:00:00
8.9,53,0,16.7,179.0,2023-06-11 20:00:00
7.5,60,0,12.0,32.0,2023-06-11 21:00:00
6.5,63,0,11.0,0.0,2023-06-11 22:00:00
5.8,62,0,11.3,0.0,2023-06-11 23:00:00
5.5,63,0,11.2,0.0,2023-06-12 00:00:00
4.8,65,0,10.8,0.0,2023-06-12 01:00:00
4.6,65,0,11.9,0.0,2023-06-12 02:00:00
4.2,64,0,13.0,0.0,2023-06-12 03:00:00
3.7,65,0,13.4,0.0,2023-06-12 04:00:00
3.3,66,0,12.7,0.0,2023-06-12 05:00:00
3.0,67,0,12.2,0.0,2023-06-12 06:00:00
2.8,68,0,12.3,0.0,2023-06-12 07:00:00
2.5,69,0,13.3,0.0,2023-06-12 08:00:00
2.2,70,0,13.7,0.0,2023-06-12 09:00:00
1.9,71,0,13.2,0.0,2023-06-12 10:00:00
1.7,73,0,13.3,0.0,2023-06-12 11:00:00
3.0,69,0,13.0,57.0,2023-06-12 12:00:00
4.7,68,0,12.7,214.0,2023-06-12 13:00:00
6.9,63,0,13.6,357.0,2023-06-12 14:00:00
8.5,60,0,14.8,458.0,2023-06-12 15:00:00
9.8,62,0,14.3,506.0,2023-06-12 16:00:00
10.7,63,0,13.6,499.0,2023-06-12 17:00:00
11.2,61,0,14.8,435.0,2023-06-12 18:00:00
11.2,60,0,15.2,321.0,2023-06-12 19:00:00
10.6,64,0,12.6,171.0,2023-06-12 20:00:00
9.0,70,0,10.5,30.0,2023-06-12 21:00:00
7.9,73,0,10.9,0.0,2023-06-12 22:00:00
7.1,74,0,10.4,0.0,2023-06-12 23:00:00
6.7,73,0,10.2,0.0,2023-06-13 00:00:00
6.1,75,0,10.5,0.0,2023-06-13 01:00:00
5.7,75,0,11.6,0.0,2023-06-13 02:00:00
5.5,75,0,11.8,0.0,2023-06-13 03:00:00
5.0,76,0,11.0,0.0,2023-06-13 04:00:00
4.4,78,0,11.0,0.0,2023-06-13 05:00:00
4.0,79,0,10.9,0.0,2023-06-13 06:00:00
3.5,81,0,10.6,0.0,2023-06-13 07:00:00
3.1,82,0,10.3,0.0,2023-06-13 08:00:00
2.6,84,0,9.7,0.0,2023-06-13 09:00:00
2.2,85,0,9.7,0.0,2023-06-13 10:00:00
1.8,87,0,9.9,0.0,2023-06-13 11:00:00
2.7,83,0,11.9,54.0,2023-06-13 12:00:00
5.1,79,0,10.3,205.0,2023-06-13 13:00:00
8.0,74,0,8.8,353.0,2023-06-13 14:00:00
10.5,63,0,9.1,460.0,2023-06-13 15:00:00
11.9,52,0,11.7,512.0,2023-06-13 16:00:00
12.4,46,0,13.1,505.0,2023-06-13 17:00:00
12.4,46,0,12.1,441.0,2023-06-13 18:00:00
12.1,47,0,10.5,325.0,2023-06-13 19:00:00
11.1,59,0,6.0,174.0,2023-06-13 20:00:00
8.1,72,0,8.7,31.0,2023-06-13 21:00:00
7.2,72,0,8.4,0.0,2023-06-13 22:00:00
7.2,67,0,6.9,0.0,2023-06-13 23:00:00
8.3,54,0,4.5,0.0,2023-06-14 00:00:00
6.8,61,1,5.4,0.0,2023-06-14 01:00:00
5.2,82,22,6.1,0.0,2023-06-14 02:00:00
5.3,85,35,9.5,0.0,2023-06-14 03:00:00
5.3,80,8,9.3,0.0,2023-06-14 04:00:00
5.1,79,1,9.0,0.0,2023-06-14 05:00:00
4.9,78,15,8.7,0.0,2023-06-14 06:00:00
4.8,80,11,9.1,0.0,2023-06-14 07:00:00
4.7,82,6,9.8,0.0,2023-06-14 08:00:00
4.5,82,0,10.1,0.0,2023-06-14 09:00:00
4.1,81,0,9.2,0.0,2023-06-14 10:00:00
4.0,82,0,9.0,0.0,2023-06-14 11:00:00
4.8,79,0,6.0,54.0,2023-06-14 12:00:00
7.0,80,0,5.6,208.0,2023-06-14 13:00:00
9.4,75,0,5.3,355.0,2023-06-14 14:00:00
10.9,63,0,7.2,461.0,2023-06-14 15:00:00
11.6,56,0,10.2,513.0,2023-06-14 16:00:00
11.8,54,0,11.9,507.0,2023-06-14 17:00:00
11.8,55,0,12.2,444.0,2023-06-14 18:00:00
11.7,57,0,13.0,328.0,2023-06-14 19:00:00
11.2,63,0,10.1,175.0,2023-06-14 20:00:00
9.8,70,0,8.8,31.0,2023-06-14 21:00:00
9.5,73,0,11.6,0.0,2023-06-14 22:00:00
9.2,73,0,13.4,0.0,2023-06-14 23:00:00
8.9,74,0,10.5,0.0,2023-06-15 00:00:00
8.9,75,0,10.6,0.0,2023-06-15 01:00:00
8.9,76,0,12.1,0.0,2023-06-15 02:00:00
9.0,78,0,12.8,0.0,2023-06-15 03:00:00
8.5,80,1,11.2,0.0,2023-06-15 04:00:00
8.1,81,0,12.2,0.0,2023-06-15 05:00:00
8.0,82,0,13.3,0.0,2023-06-15 06:00:00
7.6,83,0,10.0,0.0,2023-06-15 07:00:00
6.4,86,6,6.7,0.0,2023-06-15 08:00:00
5.4,86,11,6.4,0.0,2023-06-15 09:00:00
4.6,87,0,5.6,0.0,2023-06-15 10:00:00
3.2,90,4,7.6,0.0,2023-06-15 11:00:00
6.6,82,7,3.8,53.0,2023-06-15 12:00:00
8.7,82,43,4.3,190.0,2023-06-15 13:00:00
10.5,77,13,2.9,341.0,2023-06-15 14:00:00
11.6,73,39,1.4,447.0,2023-06-15 15:00:00
12.2,71,61,4.6,499.0,2023-06-15 16:00:00
12.5,70,30,7.1,492.0,2023-06-15 17:00:00
12.4,71,7,7.9,423.0,2023-06-15 18:00:00
12.1,71,0,9.8,317.0,2023-06-15 19:00:00
11.5,74,2,8.9,168.0,2023-06-15 20:00:00
10.1,81,12,5.8,30.0,2023-06-15 21:00:00
9.8,82,31,5.8,0.0,2023-06-15 22:00:00
10.5,81,0,9.2,0.0,2023-06-15 23:00:00
10.6,81,3,9.7,0.0,2023-06-16 00:00:00
10.8,82,46,8.2,0.0,2023-06-16 01:00:00
9.9,85,100,7.7,0.0,2023-06-16 02:00:00
10.5,84,71,6.1,0.0,2023-06-16 03:00:00
10.4,85,51,7.2,0.0,2023-06-16 04:00:00
10.7,85,14,8.0,0.0,2023-06-16 05:00:00
10.2,87,2,6.7,0.0,2023-06-16 06:00:00
9.0,90,19,7.9,0.0,2023-06-16 07:00:00
7.2,95,33,6.9,0.0,2023-06-16 08:00:00
6.8,89,83,6.6,0.0,2023-06-16 09:00:00
5.8,90,92,4.8,0.0,2023-06-16 10:00:00
4.6,94,88,2.5,0.0,2023-06-16 11:00:00
5.1,95,100,3.8,38.0,2023-06-16 12:00:00
7.3,99,100,6.9,156.0,2023-06-16 13:00:00
10.1,100,100,3.9,287.0,2023-06-16 14:00:00
12.4,89,15,2.9,406.0,2023-06-16 15:00:00
13.9,76,28,3.3,482.0,2023-06-16 16:00:00
14.6,69,48,2.4,468.0,2023-06-16 17:00:00
14.8,68,100,2.5,357.0,2023-06-16 18:00:00
14.6,68,100,3.6,113.0,2023-06-16 19:00:00
14.3,74,100,1.9,63.0,2023-06-16 20:00:00
13.4,85,100,2.1,11.0,2023-06-16 21:00:00
12.5,88,100,3.9,0.0,2023-06-16 22:00:00
12.4,88,84,3.7,0.0,2023-06-16 23:00:00
10.6,86,61,6.1,0.0,2023-06-17 00:00:00
10.0,86,89,7.2,0.0,2023-06-17 01:00:00
10.0,86,100,9.7,0.0,2023-06-17 02:00:00
9.6,88,29,15.1,0.0,2023-06-17 03:00:00
8.7,84,5,11.8,0.0,2023-06-17 04:00:00
7.4,83,0,11.8,0.0,2023-06-17 05:00:00
6.5,81,0,13.6,0.0,2023-06-17 06:00:00
5.9,86,0,16.0,0.0,2023-06-17 07:00:00
6.0,91,1,17.6,0.0,2023-06-17 08:00:00
6.2,93,2,17.7,0.0,2023-06-17 09:00:00
6.2,93,0,17.1,0.0,2023-06-17 10:00:00
5.8,94,0,17.1,0.0,2023-06-17 11:00:00
6.4,94,0,16.2,48.0,2023-06-17 12:00:00
7.7,89,100,20.6,187.0,2023-06-17 13:00:00
8.5,85,100,19.6,287.0,2023-06-17 14:00:00
9.2,81,100,18.5,324.0,2023-06-17 15:00:00
10.0,76,100,17.9,352.0,2023-06-17 16:00:00
10.6,71,52,18.1,356.0,2023-06-17 17:00:00
10.8,68,47,17.8,342.0,2023-06-17 18:00:00
10.8,65,43,16.1,272.0,2023-06-17 19:00:00
10.3,65,0,14.0,148.0,2023-06-17 20:00:00
8.7,73,16,11.6,29.0,2023-06-17 21:00:00
7.5,76,10,11.9,0.0,2023-06-17 22:00:00
6.5,78,52,12.6,0.0,2023-06-17 23:00:00
5.9,77,3,8.4,0.0,2023-06-18 00:00:00
5.0,81,0,5.6,0.0,2023-06-18 01:00:00
4.2,83,0,6.2,0.0,2023-06-18 02:00:00
4.0,83,0,6.0,0.0,2023-06-18 03:00:00
3.6,84,0,8.4,0.0,2023-06-18 04:00:00
3.0,85,0,9.6,0.0,2023-06-18 05:00:00
2.6,86,0,9.7,0.0,2023-06-18 06:00:00
2.3,87,0,9.1,0.0,2023-06-18 07:00:00
1.8,88,0,7.7,0.0,2023-06-18 08:00:00
1.4,89,32,6.1,0.0,2023-06-18 09:00:00
1.3,89,37,4.6,0.0,2023-06-18 10:00:00
0.9,89,26,6.9,0.0,2023-06-18 11:00:00
2.3,81,20,2.0,49.0,2023-06-18 12:00:00
4.9,88,34,1.1,193.0,2023-06-18 13:00:00
7.9,75,3,1.8,336.0,2023-06-18 14:00:00
9.4,66,0,4.5,455.0,2023-06-18 15:00:00
10.3,61,1,6.7,508.0,2023-06-18 16:00:00
10.7,60,28,8.4,501.0,2023-06-18 17:00:00
10.7,61,46,10.7,434.0,2023-06-18 18:00:00
10.7,60,29,10.8,319.0,2023-06-18 19:00:00
10.3,64,31,7.7,172.0,2023-06-18 20:00:00
8.7,74,26,6.1,31.0,2023-06-18 21:00:00
9.1,72,100,8.1,0.0,2023-06-18 22:00:00
9.5,71,100,11.1,0.0,2023-06-18 23:00:00
10.2,69,100,11.6,0.0,2023-06-19 00:00:00
10.6,65,100,14.5,0.0,2023-06-19 01:00:00
10.5,70,100,15.8,0.0,2023-06-19 02:00:00
10.1,76,100,14.7,0.0,2023-06-19 03:00:00
9.9,79,100,13.2,0.0,2023-06-19 04:00:00
9.7,80,100,10.4,0.0,2023-06-19 05:00:00
9.6,81,100,10.0,0.0,2023-06-19 06:00:00
9.6,82,100,10.9,0.0,2023-06-19 07:00:00
9.5,82,100,11.5,0.0,2023-06-19 08:00:00
9.4,84,100,10.3,0.0,2023-06-19 09:00:00
9.5,84,100,10.8,0.0,2023-06-19 10:00:00
9.5,85,100,11.0,0.0,2023-06-19 11:00:00
9.8,85,100,10.5,38.0,2023-06-19 12:00:00
10.6,84,100,11.7,134.0,2023-06-19 13:00:00
11.3,81,100,10.9,270.0,2023-06-19 14:00:00
11.7,80,100,8.8,358.0,2023-06-19 15:00:00
12.1,79,100,7.2,404.0,2023-06-19 16:00:00
12.4,78,100,5.5,402.0,2023-06-19 17:00:00
12.6,76,100,7.9,323.0,2023-06-19 18:00:00
12.6,75,100,10.6,201.0,2023-06-19 19:00:00
12.1,80,100,12.9,96.0,2023-06-19 20:00:00
11.3,84,100,16.5,23.0,2023-06-19 21:00:00
11.0,83,100,19.8,0.0,2023-06-19 22:00:00
10.9,81,100,15.7,0.0,2023-06-19 23:00:00
10.5,78,79,15.9,0.0,2023-06-20 00:00:00
9.9,81,99,16.6,0.0,2023-06-20 01:00:00
9.7,84,100,13.1,0.0,2023-06-20 02:00:00
9.7,86,98,12.6,0.0,2023-06-20 03:00:00
9.0,89,100,12.8,0.0,2023-06-20 04:00:00
8.9,90,100,12.8,0.0,2023-06-20 05:00:00
8.9,89,100,13.5,0.0,2023-06-20 06:00:00
9.0,89,90,13.2,0.0,2023-06-20 07:00:00
9.0,90,25,13.3,0.0,2023-06-20 08:00:00
8.7,90,18,12.4,0.0,2023-06-20 09:00:00
8.3,90,0,12.1,0.0,2023-06-20 10:00:00
7.9,89,2,10.4,0.0,2023-06-20 11:00:00
8.7,95,6,12.9,47.0,2023-06-20 12:00:00
10.3,94,38,11.4,175.0,2023-06-20 13:00:00
12.2,84,75,15.7,251.0,2023-06-20 14:00:00
13.4,79,78,18.7,252.0,2023-06-20 15:00:00
13.8,78,68,18.9,413.0,2023-06-20 16:00:00
13.6,80,99,17.3,355.0,2023-06-20 17:00:00
13.6,81,56,17.0,361.0,2023-06-20 18:00:00
13.7,80,27,16.6,277.0,2023-06-20 19:00:00
13.0,84,43,18.3,134.0,2023-06-20 20:00:00
12.3,88,100,15.3,22.0,2023-06-20 21:00:00
11.8,91,100,15.2,0.0,2023-06-20 22:00:00
11.7,91,100,15.3,0.0,2023-06-20 23:00:00
11.7,92,100,15.0,0.0,2023-06-21 00:00:00
12.0,92,100,12.7,0.0,2023-06-21 01:00:00
12.0,93,100,12.0,0.0,2023-06-21 02:00:00
12.0,93,100,12.0,0.0,2023-06-21 03:00:00
11.8,95,100,12.3,0.0,2023-06-21 04:00:00
11.6,95,100,11.8,0.0,2023-06-21 05:00:00
11.7,95,100,10.3,0.0,2023-06-21 06:00:00
11.6,95,83,10.7,0.0,2023-06-21 07:00:00
11.2,96,51,9.7,0.0,2023-06-21 08:00:00
10.6,96,100,9.5,0.0,2023-06-21 09:00:00
10.6,96,100,9.1,0.0,2023-06-21 10:00:00
10.6,96,100,8.8,0.0,2023-06-21 11:00:00
11.5,98,100,13.1,23.0,2023-06-21 12:00:00
12.7,94,100,17.8,77.0,2023-06-21 13:00:00
13.3,92,100,16.3,92.0,2023-06-21 14:00:00
13.5,92,100,14.3,119.0,2023-06-21 15:00:00
14.1,87,100,10.9,181.0,2023-06-21 16:00:00
14.3,85,100,8.0,223.0,2023-06-21 17:00:00
14.4,84,100,6.1,244.0,2023-06-21 18:00:00
14.2,85,100,4.9,187.0,2023-06-21 19:00:00
13.9,87,100,6.0,77.0,2023-06-21 20:00:00
13.0,91,100,4.3,12.0,2023-06-21 21:00:00
12.7,92,100,5.2,0.0,2023-06-21 22:00:00
12.2,92,100,8.4,0.0,2023-06-21 23:00:00
11.2,95,87,7.5,0.0,2023-06-22 00:00:00
10.5,94,22,7.4,0.0,2023-06-22 01:00:00
10.1,95,20,7.9,0.0,2023-06-22 02:00:00
9.5,95,0,7.6,0.0,2023-06-22 03:00:00
8.7,94,10,7.1,0.0,2023-06-22 04:00:00
8.2,94,20,6.0,0.0,2023-06-22 05:00:00
7.0,96,54,7.1,0.0,2023-06-22 06:00:00
6.6,96,70,6.4,0.0,2023-06-22 07:00:00
6.3,95,75,4.2,0.0,2023-06-22 08:00:00
6.5,94,85,4.3,0.0,2023-06-22 09:00:00
6.6,93,82,4.1,0.0,2023-06-22 10:00:00
6.4,93,96,4.1,0.0,2023-06-22 11:00:00
8.7,94,100,3.5,37.0,2023-06-22 12:00:00
9.4,98,100,4.7,103.0,2023-06-22 13:00:00
10.3,98,100,3.1,157.0,2023-06-22 14:00:00
11.8,93,100,5.4,272.0,2023-06-22 15:00:00
13.1,88,65,8.6,356.0,2023-06-22 16:00:00
13.8,80,100,12.4,366.0,2023-06-22 17:00:00
14.0,79,100,11.3,285.0,2023-06-22 18:00:00
13.7,79,100,10.9,172.0,2023-06-22 19:00:00
13.3,80,100,13.3,115.0,2023-06-22 20:00:00
12.5,84,100,14.9,20.0,2023-06-22 21:00:00
12.3,83,100,18.5,0.0,2023-06-22 22:00:00
11.8,85,24,17.3,0.0,2023-06-22 23:00:00
11.6,85,71,14.8,0.0,2023-06-23 00:00:00
11.1,89,92,15.2,0.0,2023-06-23 01:00:00
11.1,89,92,16.6,0.0,2023-06-23 02:00:00
11.2,87,100,18.6,0.0,2023-06-23 03:00:00
11.2,86,100,16.7,0.0,2023-06-23 04:00:00
10.5,90,97,13.9,0.0,2023-06-23 05:00:00
9.6,92,100,12.5,0.0,2023-06-23 06:00:00
9.8,93,100,15.4,0.0,2023-06-23 07:00:00
10.2,93,100,19.7,0.0,2023-06-23 08:00:00
9.9,92,32,16.4,0.0,2023-06-23 09:00:00
9.1,93,100,11.2,0.0,2023-06-23 10:00:00
8.9,93,100,10.4,0.0,2023-06-23 11:00:00
9.3,95,100,14.0,41.0,2023-06-23 12:00:00
10.1,93,100,13.4,125.0,2023-06-23 13:00:00
10.6,91,100,10.7,123.0,2023-06-23 14:00:00
11.5,89,100,11.5,184.0,2023-06-23 15:00:00
11.7,87,100,14.5,140.0,2023-06-23 16:00:00
12.2,88,100,13.4,157.0,2023-06-23 17:00:00
12.7,86,100,8.7,196.0,2023-06-23 18:00:00
12.9,86,100,7.2,130.0,2023-06-23 19:00:00
13.1,87,100,9.9,112.0,2023-06-23 20:00:00
12.7,89,71,7.9,18.0,2023-06-23 21:00:00
12.5,89,100,11.3,0.0,2023-06-23 22:00:00
12.6,91,74,10.0,0.0,2023-06-23 23:00:00
12.4,92,100,18.1,0.0,2023-06-24 00:00:00
11.9,93,100,16.2,0.0,2023-06-24 01:00:00
11.7,94,100,17.1,0.0,2023-06-24 02:00:00
